CodCLiente,Cliente,Direccion,Telefono,latitud,longitud
720,Cotto Mtro. Pedro Nieto,"Cerrada Distrito Federal 942 Interior 529
San Zoé los altos, NAY 96510-2420",686-750-1354x83600,-0.9796965705476711,-79.32917955868683
721,Zepeda Virginia Benjamín de León Roybal,"Privada República Democrática Popular Lao 037 Interior 238
San Eugenio los bajos, MEX 55134-1488",1-490-639-5388x768,-1.1583022985309177,-79.54783486593874
722,de la Fuente Oswaldo Dolores Piña,"Callejón Lomeli 532 Edif. 366 , Depto. 887
San Graciela los bajos, NAY 72834",302.454.7207x81301,-1.1497776962113098,-79.64923829788594
723,Pedraza Timoteo Rosalia Solorzano,"Callejón Campeche 580 Interior 224
Nueva Uganda, SIN 87188",(757)097-6652,-1.0686537222837436,-79.63860027279283
724,Ballesteros Leonor Tórrez Vásquez,"Continuación Treviño 498 Edif. 539 , Depto. 927
Vieja Georgia, CHIH 00114",1-225-150-6151x57146,-0.9282760585461074,-79.64453574726697
725,Mota Itzel Robledo Amador,"Circuito Norte Valdivia 403 Edif. 957 , Depto. 957
Vieja Islas Salomón, SLP 53329-1245",(092)905-6584x1890,-1.2029632391755123,-79.32718592595043
726,Vela Lic. Olga Mota,"Avenida Colima 666 Interior 351
San Mario los altos, ZAC 79438",07216791617,-1.0587914429723735,-79.25116134229866
727,Carvajal Germán Cedillo,"Boulevard Díaz 477 Edif. 271 , Depto. 372
San Diana los altos, SLP 81428",1-400-337-1904x50080,-0.975822274901714,-79.3548619815131
728,Peres Antonio Benítez Delgado,"Prolongación Flores 616 Edif. 806 , Depto. 752
Vieja Rumania, SON 47033",1-466-657-5176x5384,-0.9787200971577855,-79.25990808118081
729,Matos Iván Ilse Piña,"Circuito Comoras 478 526
Vieja San Vicente y las Granadinas, BCS 12925",+53(0)0539299828,-0.8887398636087143,-79.56496205927704
730,Grijalva Mtro. Francisca Cortés,"Ampliación Gutiérrez 827 Interior 997
San Amelia de la Montaña, NAY 99817",776.450.3187x81051,-0.8640200110708351,-79.3123636076375
731,Calvillo Ramiro Cynthia Toledo,"Andador Norte Sauceda 182 Edif. 155 , Depto. 716
San Diego de la Montaña, CAMP 62729-6050",1-696-730-6695x991,-1.1280552736022238,-79.3477598723015
732,Muñiz Paola Esparza Echeverría,"Circuito Reino Unido de Gran Bretaña e Irlanda del Norte 796 Edif. 465 , Depto. 280
San Georgina los bajos, CHIS 55593-0744",560-196-7041x768,-1.218221652285972,-79.51536282475989
733,Tijerina Lic. Gloria Haro,"Peatonal Rwanda 015 Interior 357
San Martín de la Montaña, BCS 28588-1256",010-592-7602x149,-1.0482063349708897,-79.50889128718337
734,Elizondo Porfirio Valadez Meléndez,"Periférico Sinaloa 596 Edif. 238 , Depto. 345
San Héctor los bajos, VER 38230-1626",848.694.7118x8660,-1.1757634073402723,-79.58589498298724
735,Murillo Jaqueline Burgos,"Prolongación Norte Ozuna 959 Interior 236
Nueva Mauritania, BC 93806",985.311.6467,-1.1263603533207307,-79.32424129844046
736,Jaimes Bianca Alicia Montemayor Madrid,"Pasaje Honduras 645 Interior 179
Vieja Mauritania, MICH 30683",01201084673,-1.004557233215648,-79.34174303849187
737,de la Rosa Irene Villareal,"Andador Sur Galván 098 821
Vieja Singapur, MEX 95059",+78(0)7899961175,-1.25400029150334,-79.44965822222511
738,Barajas María Corrales Mercado,"Boulevard Chad 613 Edif. 184 , Depto. 680
San Jaime los bajos, COAH 00695-0350",(048)740-9673,-1.0316262690739386,-79.60612049817819
739,Linares Conchita Fernando Jaimes,"Andador Sur Valencia 436 Interior 988
San Emilia los bajos, Q. ROO 02408-0511",+02(0)2919127546,-0.8752690677483598,-79.58984573639458
740,Téllez Rosa Karina Maya Sandoval,"Eje vial Mali 915 Interior 610
Nueva Islas Salomón, COAH 29706-0466",470.032.4638x124,-1.1139152227373617,-79.33328403025557
741,de la Torre Fabiola Casárez Valle,"Callejón Esquivel 913 Edif. 951 , Depto. 277
San Carolina los bajos, ZAC 31440",380.565.6543x425,-1.1751750127446123,-79.50595341204074
742,Melgar Mtro. Bianca Mascareñas,"Pasaje Norte Rincón 638 Edif. 546 , Depto. 334
San David los bajos, DF 85335-1863",1-368-030-6669,-0.843498828567921,-79.42998586481754
743,Riojas Jorge Luis Ayala,"Prolongación Haro 833 114
San Irene los altos, COAH 97251",1-852-611-8104x6990,-1.1827232677921615,-79.5909396420801
744,Benítez Diego Badillo,"Eje vial Burkina Faso 494 Interior 383
Vieja Uruguay, QRO 11557",(645)590-4062,-0.9290129817770022,-79.61603438366058
745,Sevilla Elias Ruelas,"Avenida Guyana 434 823
Nueva Fiji, GRO 71313-9678",1-490-774-6975x8075,-1.1044983346015118,-79.58743743364712
746,Munguía Hernán Curiel,"Periférico Sinaloa 952 Edif. 020 , Depto. 921
San Ofelia los bajos, QRO 81081",1-767-237-7982,-0.9039587848568147,-79.49870753330663
747,Ojeda Blanca Salcedo,"Calle Vanuatu 326 156
San Elisa de la Montaña, BCS 49885-2596",1-456-465-9437,-1.0556721375005593,-79.68384839404943
748,Carbajal Lic. María Cristina Ocampo,"Avenida Haití 059 Edif. 056 , Depto. 226
Nueva Nauru, TLAX 67620",(001)158-1844x0457,-1.1895861198400413,-79.3902666369284
749,Marroquín Emiliano Enrique Carreón Ibarra,"Prolongación Sur Mayorga 536 411
Nueva Niger, OAX 05848-9913",620.790.7958x50108,-1.002440902169994,-79.29176841214223
750,Zepeda Leticia Ángela Martínez Olivera,"Calzada Vigil 023 465
San Aurelio los altos, ZAC 47122",1-987-030-1671x270,-0.9170727721428485,-79.37612770667275
751,Saldivar Lic. Oswaldo Reyna,"Corredor Madagascar 282 Interior 735
San Daniel los bajos, CHIS 55270-7014",(758)634-2583,-1.2050475342112807,-79.40673903116989
752,Piña Enrique Dulce María Rubio,"Circunvalación Sur Chavarría 227 Interior 489
San Wilfrido los bajos, Q. ROO 27874",(999)449-2360x2022,-1.1083480305244144,-79.37833915769929
753,Espinosa Salvador Daniela Brito,"Ampliación Guerrero 984 Edif. 128 , Depto. 234
Nueva Benin, TLAX 61916",+55(2)3099505534,-0.9256604166450122,-79.35753625893051
754,Quintanilla Luz Badillo Rolón,"Prolongación Nayarit 371 Interior 428
Nueva Afganistán, BCS 74170",435.591.5172,-1.071644467798795,-79.5710252528412
755,Zamudio Dalia Benjamín Solís López,"Ampliación Norte Cedillo 052 Interior 522
San Alfonso los altos, CHIS 84025-4711",395-394-5483x839,-0.8743802905189966,-79.44766347553674
756,Becerra Camila María José Olvera,"Prolongación Mena 852 Interior 601
San Daniela los altos, CHIS 63535-5602",879.766.7823x40215,-1.087112896155447,-79.66171955717704
757,Aponte Nelly Altamirano,"Viaducto Bueno 187 773
Nueva Irlanda, TAB 25404-1089",611.871.4620,-1.1041003288563744,-79.60846308805337
758,Gamez Amelia Beatriz Miranda,"Prolongación Razo 636 Interior 028
San Isabela los bajos, Q. ROO 81076",184.363.0086x493,-0.8160160414168112,-79.4928075341727
759,de la Garza Delia José Luis Fernández Méndez,"Cerrada Rodrígez 844 Edif. 319 , Depto. 468
San Adán los altos, QRO 49233-8906",(187)694-7863x561,-0.9401751955695272,-79.39542093954405
760,Bernal Fidel Portillo,"Periférico Palacios 669 760
Nueva Eslovaquia, MEX 94894",(209)445-9487,-1.1757792393669004,-79.38084224073296
761,Carranza Lilia Olga Trujillo Caballero,"Periférico Archuleta 245 Edif. 914 , Depto. 932
San Noemí los altos, DGO 85840",09474787650,-0.9361973690422016,-79.62829873653159
762,Alba Sonia Noemí Villagómez,"Peatonal Norte Roybal 569 Interior 649
Nueva Malasia, PUE 78677-7771",05220451373,-1.2072860670300933,-79.36573730289312
763,Lucero Linda Miriam Vélez Molina,"Viaducto Quintana Roo 963 Edif. 454 , Depto. 607
San Micaela de la Montaña, GRO 47477-8017",(807)026-2970x8788,-0.8526108242529692,-79.34287270785835
764,Ruelas Mtro. María Elena Rosales,"Pasaje Norte Portillo 925 Interior 467
Nueva Kirguistán, NL 21552-2195",(697)500-8713x75109,-1.0636244936248105,-79.61219963684952
765,de la Garza Pilar Tamayo,"Eje vial Colima 683 077
Nueva Botswana, MEX 97944-5874",009.246.2891x6734,-1.1848573058729495,-79.61212284778512
766,Caraballo Rosalia Gabino Madrid Saldivar,"Boulevard Micronesia 094 043
San Esteban los bajos, TLAX 92065-0786",1-884-019-2362,-1.2144861754887561,-79.54651123406605
767,Meraz Ing. Eloy Escobedo,"Privada Norte Briones 308 099
San Maximiliano de la Montaña, DGO 15587-4627",1-523-774-3949,-0.8717118690098148,-79.4450472996256
768,Muñiz José Luis Florencia Olmos,"Boulevard Baja California 044 Interior 130
Vieja Albania, QRO 96509-4523",(679)006-3883x81101,-1.019849439501553,-79.60785413846827
769,Cabrera Adela María Eugenia Ávila,"Circunvalación Pineda 521 Interior 501
Vieja Sudán, Q. ROO 01733-2686",02331221375,-0.9110737343974826,-79.4894767336298
770,Arellano Sr(a). Claudio Mendoza,"Boulevard Michoacán de Ocampo 732 129
San Amador los altos, GRO 17626",614-617-9368x597,-0.8851693083143588,-79.3128856919477
771,Matos Silvano Orosco Ojeda,"Boulevard Mali 148 153
San Armando los altos, AGS 66028-1477",1-215-806-8126x169,-0.8401804187421942,-79.46781291263936
772,Castillo Trinidad Bruno Castellanos Arenas,"Prolongación Líbano 296 Edif. 849 , Depto. 921
San Isaac de la Montaña, QRO 34559",+03(0)1682064071,-0.961899970399632,-79.27404346030421
773,Vigil Nadia Débora Segura Curiel,"Calle Michoacán de Ocampo 755 Interior 213
San Raquel los altos, MOR 20417",530.513.2506,-1.1401627720124765,-79.38323036211074
774,Godoy Olivia Escamilla Quiñones,"Privada Irlanda 067 794
Vieja Liberia, CHIS 67467-0486",(698)848-8190,-1.079373304587047,-79.37164714013436
775,Mejía Mtro. Sofía Meraz,"Eje vial Sur Briseño 644 Edif. 680 , Depto. 610
San Clemente los altos, SLP 64596-6774",+35(7)9969011103,-1.0408629456589351,-79.32979726647363
776,Carbajal Zoé Romero,"Calzada Matos 303 Interior 050
San Joaquín los bajos, GTO 99569-0919",655.664.6229x04463,-0.9708226165086055,-79.47749193543949
777,Niño Jorge Luis Nazario,"Retorno Norte Patiño 771 Interior 492
Nueva Angola, TAB 90549",688-497-2868x347,-1.0176589020438835,-79.59972964345634
778,Loya Hilda Mariano Vigil Merino,"Pasaje República de Macedonia del Norte 744 Edif. 579 , Depto. 580
San Anabel los altos, MEX 98199",02065732054,-0.9207627055057881,-79.3480800492534
779,Barrios Paola Eva Arguello Curiel,"Eje vial Sur Delgado 609 665
Vieja Países Bajos, DF 50976-7808",108-522-4948x65211,-1.1133223138389794,-79.55582102210954
780,Rosales José Luis Nayeli Cuellar,"Andador Italia 392 Interior 530
San Guillermina los bajos, COAH 71739",116-073-5800x18699,-1.0899449959166174,-79.47420505142807
781,Morales Alberto Núñez Abrego,"Andador Miramontes 862 240
San Delia los altos, Q. ROO 08826-3245",08240762819,-0.9896785951335754,-79.38413472869046
782,Salas Lic. Luis Miguel Guevara,"Cerrada Zúñiga 455 Edif. 185 , Depto. 364
Nueva Indonesia, COL 85256-4493",244-824-0622x976,-1.181476795963374,-79.36447511092696
783,Paz Fabiola Rosalia Castro Anaya,"Privada Lovato 946 564
San Liliana los bajos, CHIH 85674",559.003.2562x7605,-1.0051594451433237,-79.68321429423206
784,Salazar Mtro. Bernabé Urbina,"Calzada Norte Acevedo 766 145
San Micaela los altos, BC 95348",723-370-0396,-0.8307833146483316,-79.46323051892183
785,Puente Benjamín Mauricio Niño,"Continuación Cabrera 059 Edif. 943 , Depto. 186
Vieja Letonia, SON 62430",420-782-7960,-1.17587296221372,-79.34629243194276
786,Navarro Amelia Victoria Salas Juárez,"Ampliación Gallegos 864 400
Nueva Singapur, GRO 80441-0294",184.082.4775,-1.0731385144352443,-79.45564213334833
787,Romero Dr. Jesús Montero,"Avenida Norte Valdés 370 108
Nueva Zambia, BCS 06558-8895",(719)443-4078,-1.205300990940172,-79.3967061844621
788,Guevara Lic. Jos Abreu,"Pasaje Cuba 256 Edif. 014 , Depto. 359
San Abelardo los altos, AGS 58959-1789",214-043-1533,-0.9753885020541949,-79.559095182573
789,Salas Julio César Carranza,"Boulevard Venezuela 921 732
San Diana de la Montaña, AGS 76296",701.924.2407x1409,-1.0257739280688158,-79.4004455214093
790,Ayala Mtro. Porfirio Salazar,"Prolongación Cavazos 052 313
San Débora los altos, BC 90848-6515",05781914132,-0.8565637416940549,-79.39611892650078
791,Barrera Rocío Leonardo Treviño,"Circunvalación Norte Irizarry 834 Interior 320
Vieja Estonia, HGO 06756",744-894-0859x572,-0.9106752659901995,-79.34178513936912
792,Aranda Mtro. Ana María Ureña,"Viaducto Sur Espino 880 Edif. 444 , Depto. 084
San Aurelio los altos, BC 03501-3272",518-392-2595x48201,-0.822171589504911,-79.50196041179409
793,Padilla Sr(a). Silvia Tapia,"Viaducto Vaca 228 Edif. 750 , Depto. 655
Nueva Mauricio, SLP 57838-3599",(606)483-1685x6905,-1.0716567295218082,-79.30649621946687
794,Caballero Claudia Margarita Porras Lozano,"Circunvalación Sur Madera 567 642
Vieja Mauricio, CHIH 96823",(866)132-7111x8556,-1.1648903219441087,-79.51819786785224
795,Porras Ing. María Elena Saucedo,"Retorno Noruega 660 Interior 722
Vieja Benin, DF 92640-4700",(089)492-5633,-1.127934334464693,-79.53686028681213
796,Rodríquez Dr. Jacinto Cadena,"Diagonal Senegal 075 Edif. 121 , Depto. 778
Vieja Turkmenistán, MICH 19559",1-543-078-1555x46869,-1.1157838090593826,-79.63947808141363
797,Leiva Ing. Lilia Escalante,"Viaducto Arroyo 567 Interior 454
Vieja Iraq, BCS 51940-1536",450-077-2511x27114,-1.2386811713063424,-79.45807663815556
798,Menéndez Bruno Bruno Abrego,"Ampliación Espinoza 495 Interior 009
San Ilse los bajos, Q. ROO 04548-6684",(744)183-3928x13696,-0.9192235438373384,-79.27788237556263
799,Collado Leticia Montañez Cavazos,"Circunvalación Sur Mata 587 Interior 785
Vieja El Salvador, TLAX 24635",+47(3)7069027530,-0.9739795514098081,-79.30853722581713
800,Cabán Luisa Jorge Jurado Lovato,"Retorno Norte Collazo 855 504
San Omar los bajos, BC 87228-3498",+55(1)5994172945,-0.9252169539233748,-79.29855284138182
801,Godínez Ivonne Camilo Bustos Casárez,"Avenida Angola 725 506
San Asunción los bajos, AGS 90596",(391)670-3345x49935,-1.1951602946359055,-79.38686795048758
802,Salcedo Ing. Arturo Aguilar,"Circunvalación Puebla 953 975
San Daniela de la Montaña, BCS 60447-0293",+80(0)3464834015,-1.0581832448369473,-79.43531092106828
803,Canales Gerónimo Indira Madrigal,"Periférico Coahuila de Zaragoza 936 853
San Cristian los bajos, SON 14242-4518",(080)674-8760,-1.1092013146448272,-79.62529040226474
804,Serna Daniel Rolando Vega,"Calzada Sur Santana 938 Interior 436
Nueva Djibouti, TAB 44182",(926)241-3951x20010,-1.0932129805914237,-79.4935712892902
805,Alvarado Estela Lozano Rubio,"Retorno Irizarry 455 Edif. 233 , Depto. 656
San Rosario de la Montaña, MEX 61051-4362",1-556-113-8582x22188,-1.1146441041893107,-79.49941309083322
806,Rolón Guillermina Reynoso,"Cerrada Sur Henríquez 050 988
San Samuel de la Montaña, JAL 64910",+09(7)3097070323,-0.9070801252520049,-79.62071232324666
807,Sotelo Oswaldo Preciado,"Andador Pelayo 901 Interior 867
San Jorge Luis los bajos, HGO 21995",1-090-763-4292x8309,-0.9869465400512184,-79.32175012377647
808,Nazario Sr(a). Natalia Guzmán,"Calzada Valdez 549 315
San Silvia los altos, DF 38074",079-868-3396x5415,-1.032638740708654,-79.50872235631893
809,Pineda Fabiola Coronado,"Boulevard Riojas 971 102
Vieja Brasil, SIN 26826-0397",1-474-364-9635,-0.8999410621557549,-79.47475355767213
810,Cisneros Carlos Luis Angulo,"Circuito Morelos 582 Interior 918
San Carlota de la Montaña, GRO 96483-0181",(515)037-6131x98139,-1.2112328160518806,-79.50507179383126
811,Mateo Zeferino Olivia Mateo Posada,"Viaducto San Luis Potosí 541 Edif. 409 , Depto. 318
Nueva Granada, QRO 96016-6349",1-987-180-7996,-0.9563296303641884,-79.2881048729671
812,Madera Mercedes Roque Carrión,"Eje vial Tayikistán 632 706
San Isabel los bajos, AGS 85258",577-161-6934x6849,-1.0846276490620947,-79.5320248464787
813,Riojas Ricardo Adán Raya,"Cerrada Azerbaiyán 232 Interior 004
San Zacarías los altos, TAB 75877",388.251.2488,-0.8114224867855501,-79.45106824139305
814,Balderas Enrique Tamayo,"Calle Quiñónez 089 863
Nueva Turquía, PUE 60902",517-371-3936x09796,-0.9762224501478234,-79.368968960342
815,Mesa Héctor José Eduardo Jaramillo Ramón,"Pasaje Nayarit 850 934
Nueva Armenia, DGO 13830-6887",1-223-484-1971x781,-1.1299824205893558,-79.53026561455202
816,Valenzuela Ing. Rebeca Heredia,"Viaducto Nazario 029 876
Vieja México, TLAX 81322",916.822.0955x275,-1.067549572997298,-79.46661642133844
817,Espinosa Nadia Fierro Salinas,"Ampliación Sur Concepción 538 Edif. 847 , Depto. 628
Nueva Turkmenistán, BC 88175",1-882-531-0804x7442,-0.884623699098011,-79.40369676896819
818,Madrigal Renato Estefanía Franco,"Peatonal Angola 770 Edif. 005 , Depto. 160
San Nancy los altos, CAMP 44107",(388)645-4025,-0.8540470619402936,-79.45513486600187
819,Fajardo Vanesa Gregorio Ocampo Gallardo,"Pasaje Túnez 226 528
San Jacobo de la Montaña, QRO 39151-6956",(843)547-1529x282,-0.8528241320571416,-79.51565251678288
820,Rodrígez Mtro. Sergio Barrios,"Continuación Colima 493 648
Nueva Myanmar, TLAX 57251-4878",928-817-2541x389,-1.051689896741021,-79.43222617916481
821,Sierra Irene Pacheco Colunga,"Callejón Norte Sepúlveda 085 447
Vieja Israel, BC 99482",738.551.1587,-1.1596209525864014,-79.54421107477395
822,Menéndez Laura Avilés Farías,"Ampliación Baja California 599 Interior 330
Nueva Montenegro, PUE 80236-6790",448.360.2190,-0.940439747225705,-79.66635849740574
823,Cadena Lic. Mauro Mateo,"Ampliación Caldera 251 Interior 110
Vieja República Democrática Popular Lao, SON 30654-3160",1-008-360-6979x420,-1.0265023614059,-79.6771992537315
824,Espino Wilfrido Pedro Cardenas Roque,"Circuito Yucatán 970 Edif. 795 , Depto. 111
San Jaqueline de la Montaña, MEX 39710",942-016-1582,-0.8152437601334087,-79.41592577507778
825,Vera Lic. Luisa de la Garza,"Ampliación Tlaxcala 790 631
Vieja Liberia, DGO 11308",739-069-1525x193,-1.109344323068028,-79.48107470383445
826,Córdova Ing. Martha Terrazas,"Calle Alva 362 Edif. 728 , Depto. 978
San Reina los altos, MEX 52880-2506",(158)260-5631,-1.1130461166009054,-79.54721152867185
827,Ávalos Teresa Ruelas,"Boulevard Sur Rosas 783 686
Vieja Noruega, ZAC 20541",017-970-7671x242,-0.8236565841752596,-79.48232202812314
828,Holguín Felix Enrique Posada Riojas,"Corredor Archuleta 959 Edif. 045 , Depto. 519
Vieja Paraguay, NAY 03082",1-609-966-4876x3134,-0.8855810876204626,-79.38807266877599
829,Madrigal Rebeca César Escobar Armas,"Cerrada Sur Salas 803 642
San Eloisa los altos, PUE 24224-3240",732.422.2331x8483,-0.9390772958712298,-79.56407536128216
830,Duarte Sr(a). Fidel de la Fuente,"Periférico Sur Tijerina 653 515
Nueva Palau, TAB 91816-7544",(827)088-1662x2696,-1.0865884385037279,-79.25648607510482
831,Vigil Magdalena Hermelinda Feliciano,"Corredor Aponte 910 Edif. 586 , Depto. 906
San Nadia los bajos, NL 19241-7578",1-776-475-0777,-1.1858308691479955,-79.39565625814268
832,Mota Ivonne Pabón Frías,"Privada Morelos 235 Edif. 905 , Depto. 115
Nueva Angola, CHIH 83571-0009",(872)329-5943x877,-1.2424132418227143,-79.47287626221919
833,Benavides Andrea Nicolás Partida,"Diagonal Marroquín 129 013
San Rubén los bajos, NAY 63374-7210",471.274.1471x75477,-1.0306064598717117,-79.37752719861415
834,Cabrera Elena Humberto Alvarado Merino,"Callejón Norte Apodaca 640 152
San Elvira los bajos, MOR 54533",1-181-956-6421x4976,-0.8684550954524679,-79.49541094845861
835,Ureña Concepción del Valle Vela,"Eje vial Norte Durán 967 492
San Eva los altos, SON 70990-3580",894.191.1463,-1.0585840195058476,-79.33226904758355
836,Covarrubias Clemente Jáquez Cabán,"Calzada Irizarry 586 Edif. 609 , Depto. 013
Nueva Myanmar, BCS 55780",1-783-533-9031x945,-0.9338860876010178,-79.61706328397688
837,Camarillo Marisol Ibarra Lerma,"Peatonal Vigil 791 Interior 167
Vieja Maldivas, SON 33521-6254",+97(6)7071555440,-1.1014901490497724,-79.44476289222335
838,Badillo Diana Camacho Cantú,"Prolongación Sur Reséndez 679 Edif. 826 , Depto. 149
Nueva Gabón, QRO 94923-1617",904.807.9980x2958,-0.9476293118836926,-79.4249359674728
839,Urbina Aldo Munguía,"Callejón Baja California 452 Interior 494
San Ricardo de la Montaña, AGS 15901-5735",06894217711,-0.8508205640592744,-79.37263318610752
840,Parra Lic. José Emilio Altamirano,"Ampliación Tabasco 828 832
Vieja República Checa, PUE 01794",1-230-179-7370x0759,-1.024483177628818,-79.27667931080144
841,Zavala Estela de la Crúz Corral,"Continuación Malasia 353 Edif. 158 , Depto. 009
Nueva Perú, ZAC 83942-7175",(131)963-6119,-0.8404026129794311,-79.39384713444257
842,Garza Karla Treviño,"Pasaje Baeza 173 Interior 792
Nueva Eritrea, SLP 79248-9010",00960263156,-0.924360065771247,-79.3960280131907
843,Pelayo Alejandro Amelia Cotto Leyva,"Boulevard Veracruz de Ignacio de la Llave 906 Interior 188
San Paulina de la Montaña, GTO 39235",1-127-770-8710x3108,-0.9494901559298634,-79.42834750688716
844,Curiel Mateo Cristina Zúñiga Rocha,"Calle Hidalgo 650 Interior 190
Vieja Iraq, SLP 09920",254.907.1202x765,-1.1076475493383393,-79.45696774938025
845,Amador Luz Guadalupe Cepeda,"Diagonal Tamayo 256 Interior 424
San Cristobal los altos, TLAX 77142",07736098888,-0.9240198184815257,-79.51343489470989
846,Pineda Anabel Galarza,"Calzada Alva 507 Edif. 300 , Depto. 468
Vieja Fiji, CHIH 43973-2861",+40(4)6873635579,-1.1083448081342127,-79.34219417081792
847,de la O Mtro. Joaquín Tórrez,"Calle Norte del Río 327 654
Vieja Armenia, TAMPS 94275",1-998-325-6817x8210,-0.807931676896841,-79.46879046808918
848,Rojas Úrsula Salgado Cortés,"Avenida Sur Pabón 028 Edif. 597 , Depto. 860
Vieja Nigeria, PUE 24380-6910",(900)129-8061x19683,-1.1387596080190219,-79.49249704678674
849,Serrano Esparta Elias Iglesias,"Callejón Sur Barrios 394 254
San Abigail los bajos, BCS 56643-4179",991.811.9861,-0.8773532242593465,-79.32503449144407
850,Cazares Mtro. Óscar Salcido,"Cerrada México 094 Interior 565
San Silvia los altos, CHIS 57758",+64(0)7249329610,-1.16268858702185,-79.39791678503006
851,Brito Maximiliano Lourdes Gaytán Arreola,"Circunvalación Calvillo 402 002
Nueva Côte d'Ivoire, CAMP 16531",+18(2)5764889854,-0.9705137591828674,-79.3520384604873
852,Bahena Gustavo Naranjo Lozano,"Eje vial Baja California 779 Interior 874
Vieja Iraq, MOR 13894",169.809.9633x764,-0.8862375782526952,-79.56908995138764
853,Ballesteros Federico Gilberto Valadez,"Circunvalación Polanco 653 Edif. 127 , Depto. 524
Vieja Alemania, YUC 44953",229.724.5583x76042,-0.9139452539951023,-79.55283241018438
854,Marrero Evelio Sonia Corona,"Privada Nayarit 815 Interior 787
San Catalina los altos, MICH 29121-5396",1-249-988-4093,-1.0226189512227213,-79.24220887716818
855,Campos Hilda Adriana Vallejo,"Peatonal Jalisco 382 032
Vieja Benin, DF 08157",315-348-7862x2570,-1.17860743539846,-79.62122555973407
856,Botello Beatriz Victoria Juárez Ramón,"Ampliación Bermúdez 695 442
Nueva Noruega, BC 22095-3742",216.633.2453x188,-0.8988959056107073,-79.58724648925505
857,Loera Gilberto Omar Barela,"Cerrada Tamaulipas 547 597
Vieja Países Bajos, CHIS 26217",753-175-7982,-1.0598125468941202,-79.42215879635764
858,Armas Lic. Magdalena Campos,"Callejón Sinaloa 025 Interior 752
Nueva Rwanda, TAMPS 40104-4137",05864092898,-1.1149932738130188,-79.41742918851892
859,Guillen Aida Perales Alejandro,"Privada Llamas 098 Interior 409
San Ofelia de la Montaña, BC 67606-3460",(036)130-4586x3586,-1.0798235412895105,-79.34857602140785
860,Tello Cristobal Leyva,"Andador Nuevo León 359 Interior 831
Nueva Azerbaiyán, TLAX 81781-8606",345.470.9717,-1.0156349714015098,-79.46840773353394
861,Roldán Trinidad Griego,"Peatonal República de Macedonia del Norte 255 Interior 606
San Sara los bajos, GTO 15168-7023",(454)269-9700,-0.8468196614607061,-79.37472604863001
862,Mojica Reynaldo Lilia Ceja Serrano,"Viaducto Norte Partida 640 Interior 100
Vieja Dominicana, ZAC 44463",1-879-582-9992x063,-1.0334435557246133,-79.3459077123324
863,Madera Tania Casárez,"Corredor Morelos 310 870
San Daniel los bajos, DF 83768",1-188-421-7097,-0.9308128600889156,-79.64104320335483
864,Aparicio Ignacio Sarabia,"Privada Swazilandia 315 Interior 040
Vieja Georgia, MOR 88583-4696",915.713.3362x87759,-1.0678054366525394,-79.25080584419081
865,Castro Guadalupe Terrazas,"Callejón Anaya 333 423
San Alberto de la Montaña, TAMPS 62743",08241326110,-1.0651331950825849,-79.40003858856137
866,Villalobos Serafín Casares Bermúdez,"Diagonal Guinea 110 193
Nueva Guinea Bissau, BCS 23318-8137",036.422.9477x191,-1.0605090147250633,-79.3536016905222
867,Noriega Ing. Micaela Medina,"Boulevard Comoras 393 Edif. 705 , Depto. 780
Nueva Trinidad y Tabago, ZAC 69529-9714",930-455-6601x1229,-1.0300129725190388,-79.65310316621736
868,Negrón Diana María del Carmen Quintanilla,"Peatonal Nieto 895 Edif. 851 , Depto. 532
San Tania de la Montaña, Q. ROO 88715",1-600-102-9026x67846,-0.9985745343853949,-79.5600962565908
869,Granados Benito Solano Fajardo,"Periférico Mali 437 136
Vieja India, BCS 85557",176.524.8235x055,-1.0511597459585007,-79.63453177686122
870,Sáenz Ofelia Pedraza,"Circuito Filipinas 354 Interior 649
Nueva Estados Unidos de América, TLAX 25271-6537",04198585672,-1.0457325466404783,-79.31182336875767
871,Dávila Caridad Inés Téllez Nieves,"Eje vial Norte Brito 953 Edif. 207 , Depto. 746
Vieja Canadá, MEX 67782-9922",632-265-0957,-1.0221853414192845,-79.44119759959413
872,Rico Ing. Jacinto Rodrígez,"Andador Gastélum 118 567
San Leonardo de la Montaña, ZAC 38995",+34(2)9233064477,-0.8505874283613684,-79.35184248050955
873,Nazario Cecilia Arturo Murillo Sierra,"Calzada Coahuila de Zaragoza 621 581
San Homero los altos, SON 32306",(147)031-2262x0961,-0.8991080160820897,-79.59306450575285
874,Sarabia Abel Baeza Sosa,"Peatonal Zayas 304 Edif. 794 , Depto. 140
Nueva Bahamas, YUC 25035-1299",05565862684,-1.024237206206868,-79.29601270779716
875,Rael Lic. Javier Franco,"Continuación Alonzo 938 Interior 721
San Rodolfo los bajos, TAB 51940",873.142.9151x6466,-0.9899468794958388,-79.62249155136686
876,Tejada Florencia Nieves,"Viaducto Norte de la O 696 490
San Leonor los bajos, CHIS 05509",(173)328-5371x9218,-1.1179274873176717,-79.28396695935474
877,Saldivar Perla Camila Mascareñas,"Corredor Quintana Roo 152 Interior 264
San Gabriela los bajos, TAMPS 85658-7706",114-082-2664,-0.9535839225242613,-79.29623329264587
